# AREE gene identifier crosswalk — Magallana gigas (Crassostrea gigas), Pacific oyster (NCBI taxid 29159)
# Built by src/mappings/build_crosswalk.py v1.0.0 on 2026-08-27
# Sources: NCBI Gene (gene_info) and UniProtKB. See the .provenance.json
# sidecar for source URLs, checksums, and coverage statistics.
# Current NCBI reference annotation at build time: GCF_963853765.1 (xbMagGiga1.1), annotation release GCF_963853765.1-RS_2024_06
# NOTE: orthogroup_id is intentionally empty — real orthogroups require an
# ortholog inference run and are not fabricated here.
ncbi_gene_id	ensembl_gene_id	uniprot_accession	uniprot_accessions_all	locus_id	gene_symbol	gene_synonyms	gene_description	gene_type	orthogroup_id
105340199	ENSBDJG00000017584			LOC105340199	LOC105340199		transcription initiation factor TFIID subunit 10	protein-coding	
105340200	ENSBDJG00000011000			LOC105340200	LOC105340200		mutS protein homolog 4	protein-coding	
105340201	ENSBDJG00000013275			LOC105340201	LOC105340201		uncharacterized LOC105340201	protein-coding	
105340202	ENSBDJG00000013909			LOC105340202	LOC105340202		leukocyte receptor cluster member 1 homolog	protein-coding	
105340203	ENSBDJG00000016113			LOC105340203	LOC105340203		synaptic vesicle 2-related protein	protein-coding	
105340204				LOC105340204	LOC105340204		5-hydroxytryptamine receptor 6	protein-coding	
105340208				LOC105340208	LOC105340208		uncharacterized LOC105340208	protein-coding	
105340209	ENSBDJG00000011191			LOC105340209	LOC105340209		spectrin alpha chain	protein-coding	
105340210				LOC105340210	LOC105340210		toll-like receptor 13	protein-coding	
105340212		A0A8W8KYB8	A0A8W8KYB8	LOC105340212	LOC105340212		toll-like receptor 1	protein-coding	
105340213				LOC105340213	LOC105340213		toll-like receptor 2	protein-coding	
105340215	ENSBDJG00000012389			LOC105340215	LOC105340215		death-associated protein 1	protein-coding	
105340216				LOC105340216	LOC105340216		uncharacterized LOC105340216	ncRNA	
105340218				LOC105340218	LOC105340218		uncharacterized LOC105340218	protein-coding	
105340220				LOC105340220	LOC105340220		uncharacterized LOC105340220	ncRNA	
105340221				LOC105340221	LOC105340221		tetratricopeptide repeat protein 41	protein-coding	
105340222	ENSBDJG00000023514			LOC105340222	LOC105340222		parathyroid hormone/parathyroid hormone-related peptide receptor	protein-coding	
105340223	ENSBDJG00000005755			LOC105340223	LOC105340223	GRP94	uncharacterized LOC105340223	protein-coding	
105340224				LOC105340224	LOC105340224		uncharacterized LOC105340224	protein-coding	
105340226				LOC105340226	LOC105340226		A disintegrin and metalloproteinase with thrombospondin motifs 1-like	protein-coding	
105340227	ENSBDJG00000019786	A0A8W8NC49	A0A8W8NC49	LOC105340227	LOC105340227		leucine-rich repeat protein SHOC-2	protein-coding	
105340230				LOC105340230	LOC105340230		IgGFc-binding protein-like	protein-coding	
105340231				LOC105340231	LOC105340231		vasoactive intestinal polypeptide receptor 1	protein-coding	
105340232		A0A8W8IMB5	A0A8W8IMB5	LOC105340232	LOC105340232		uncharacterized LOC105340232	protein-coding	
105340234	ENSBDJG00000001334			LOC105340234	LOC105340234		neuropeptide F receptor	protein-coding	
105340237	ENSBDJG00000000264			LOC105340237	LOC105340237		protein phosphatase 1 regulatory subunit 3B	protein-coding	
105340238	ENSBDJG00000001343			LOC105340238	LOC105340238		metal transporter CNNM4	protein-coding	
105340239				LOC105340239	LOC105340239		uncharacterized LOC105340239	protein-coding	
105340241	ENSBDJG00000007388			LOC105340241	LOC105340241		ubiquitin-like modifier-activating enzyme ATG7	protein-coding	
105340242	ENSBDJG00000021522			LOC105340242	LOC105340242		helix-loop-helix protein 13	protein-coding	
105340243	ENSBDJG00000013503			LOC105340243	LOC105340243		glyoxylate reductase/hydroxypyruvate reductase	protein-coding	
105340244				LOC105340244	LOC105340244		uncharacterized LOC105340244	ncRNA	
105340245				LOC105340245	LOC105340245		uncharacterized LOC105340245	ncRNA	
105340246	ENSBDJG00000005944			LOC105340246	LOC105340246		U4/U6 small nuclear ribonucleoprotein Prp3	protein-coding	
105340247				LOC105340247	LOC105340247		uncharacterized LOC105340247	protein-coding	
105340249				LOC105340249	LOC105340249		protein turtle	protein-coding	
105340250	ENSBDJG00000009314			LOC105340250	LOC105340250		heat shock 70 kDa protein 12A	protein-coding	
105340251	ENSBDJG00000018978			LOC105340251	LOC105340251		cysteine dioxygenase type 1	protein-coding	
105340252				LOC105340252	LOC105340252		uncharacterized LOC105340252	protein-coding	
105340253				LOC105340253	LOC105340253		uncharacterized LOC105340253	protein-coding	
105340255	ENSBDJG00000008360			LOC105340255	LOC105340255		interleukin-17 receptor D	protein-coding	
105340261	ENSBDJG00000002259			LOC105340261	LOC105340261		NACHT domain- and WD repeat-containing protein 1	protein-coding	
105340263				LOC105340263	LOC105340263	Caprin-2	uncharacterized LOC105340263	protein-coding	
105340265				LOC105340265	LOC105340265		uncharacterized LOC105340265	ncRNA	
105340267				LOC105340267	LOC105340267		uncharacterized LOC105340267	protein-coding	
105340268	ENSBDJG00000003437			LOC105340268	LOC105340268		heat shock 70 kDa protein 12A-like	protein-coding	
105340273				LOC105340273	LOC105340273		uncharacterized LOC105340273	protein-coding	
105340274				LOC105340274	LOC105340274		N-glycosidase YbiA	protein-coding	
105340282	ENSBDJG00000013747			LOC105340282	LOC105340282		uncharacterized LOC105340282	protein-coding	
105340285	ENSBDJG00000005824			LOC105340285	LOC105340285		dynein axonemal heavy chain 12	protein-coding	
105340286	ENSBDJG00000006195	A0A8W8LTZ6	A0A8W8LTZ6	LOC105340286	LOC105340286		calcium/calmodulin-dependent protein kinase type 1	protein-coding	
105340288	ENSBDJG00000007115			LOC105340288	LOC105340288		structural maintenance of chromosomes protein 1A	protein-coding	
105340291				LOC105340291	LOC105340291		uncharacterized LOC105340291	protein-coding	
105340293				LOC105340293	LOC105340293		uncharacterized LOC105340293	protein-coding	
105340295				LOC105340295	LOC105340295		uncharacterized LOC105340295	protein-coding	
105340296				LOC105340296	LOC105340296		protocatechuate 3,4-dioxygenase beta chain	protein-coding	
105340297				LOC105340297	LOC105340297		uncharacterized LOC105340297	ncRNA	
105340300	ENSBDJG00000002564			LOC105340300	LOC105340300		E3 ubiquitin-protein ligase SMURF2	protein-coding	
105340302				LOC105340302	LOC105340302		G protein-activated inward rectifier potassium channel 3	protein-coding	
105340304	ENSBDJG00000000729			LOC105340304	LOC105340304	Caskin-1	uncharacterized LOC105340304	protein-coding	
105340305	ENSBDJG00000000535			LOC105340305	LOC105340305		2-(3-amino-3-carboxypropyl)histidine synthase subunit 2	protein-coding	
105340306	ENSBDJG00000007491	A0A8W8P6S6	A0A8W8P6S6	LOC105340306	LOC105340306		N-alpha-acetyltransferase 60	protein-coding	
105340307	ENSBDJG00000002702			LOC105340307	LOC105340307		RNA exonuclease 5	protein-coding	
105340308	ENSBDJG00000015454			LOC105340308	LOC105340308		caspase-2	protein-coding	
105340309				LOC105340309	LOC105340309		kelch-like protein 24	protein-coding	
105340311	ENSBDJG00000001016			LOC105340311	LOC105340311		histone-lysine N-methyltransferase, H3 lysine-79 specific	protein-coding	
105340312				LOC105340312	LOC105340312		cysteine-rich protein 2-binding protein	protein-coding	
105340313	ENSBDJG00000001857	A0A8W8NV76	A0A8W8NV76	LOC105340313	LOC105340313		ras-related protein Rab-23	protein-coding	
105340314	ENSBDJG00000016514			LOC105340314	LOC105340314		failed axon connections homolog	protein-coding	
105340315	ENSBDJG00000004402			LOC105340315	LOC105340315		BAG family molecular chaperone regulator 2	protein-coding	
105340316	ENSBDJG00000007119			LOC105340316	LOC105340316		ubiquitin carboxyl-terminal hydrolase 14	protein-coding	
105340317				LOC105340317	LOC105340317		uncharacterized LOC105340317	protein-coding	
105340318				LOC105340318	LOC105340318		allatostatin-A receptor	protein-coding	
105340319	ENSBDJG00000004394			LOC105340319	LOC105340319		chromosome partition protein Smc	protein-coding	
105340320	ENSBDJG00000000723			LOC105340320	LOC105340320		serine/threonine-protein kinase SBK1	protein-coding	
105340322	ENSBDJG00000000641	A0A8W8NVG4	A0A8W8NVG4;A0A8W8P119;A0A8W8P3P5;A0A8W8P4S9;A0A8W8P7E8	LOC105340322	LOC105340322		LITAF domain-containing protein	protein-coding	
105340323	ENSBDJG00000004064	A0A8W8P141	A0A8W8P141;A0A8W8P7G4	LOC105340323	LOC105340323		LITAF domain-containing protein	protein-coding	
105340324	ENSBDJG00000000650	J9RWQ6	J9RWQ6	LOC105340324	LOC105340324	LITAF2	lipopolysaccharide-induced tumor necrosis factor-alpha factor homolog	protein-coding	
105340325				LOC105340325	LOC105340325		LITAF domain-containing protein	protein-coding	
105340326	ENSBDJG00000000998			LOC105340326	LOC105340326		LITAF domain-containing protein-like	protein-coding	
105340327	ENSBDJG00000002142			LOC105340327	LOC105340327		uncharacterized LOC105340327	protein-coding	
105340328				LOC105340328	LOC105340328		LITAF domain-containing protein	protein-coding	
105340329				LOC105340329	LOC105340329		uncharacterized LOC105340329	protein-coding	
105340330	ENSBDJG00000000804			LOC105340330	LOC105340330		paired box protein Pax-5	protein-coding	
105340331	ENSBDJG00000012967	A0A8W8K1X7	A0A8W8K1X7	LOC105340331	LOC105340331		CTD nuclear envelope phosphatase 1	protein-coding	
105340332	ENSBDJG00000005391			LOC105340332	LOC105340332		alpha/beta-tubulin-N-acetyltransferase 9	protein-coding	
105340333	ENSBDJG00000001516			LOC105340333	LOC105340333		cilia- and flagella-associated protein 184	protein-coding	
105340334	ENSBDJG00000001226	A0A8W8HKL7	A0A8W8HKL7;A0A8W8HL66	LOC105340334	LOC105340334		thymidine kinase, cytosolic	protein-coding	
105340335	ENSBDJG00000005437			LOC105340335	LOC105340335		protein CLEC16A	protein-coding	
105340337	ENSBDJG00000020678			LOC105340337	LOC105340337		glycoprotein-N-acetylgalactosamine 3-beta-galactosyltransferase 1	protein-coding	
105340338	ENSBDJG00000008721			LOC105340338	LOC105340338		CB1 cannabinoid receptor-interacting protein 1	protein-coding	
105340339	ENSBDJG00000006796			LOC105340339	LOC105340339		WD repeat-containing protein 91	protein-coding	
105340340				LOC105340340	LOC105340340		protein starmaker	protein-coding	
105340341	ENSBDJG00000010616			LOC105340341	LOC105340341		endoplasmic reticulum membrane-associated RNA degradation protein	protein-coding	
105340342	ENSBDJG00000009629			LOC105340342	LOC105340342		trace amine-associated receptor 9-like	protein-coding	
105340343	ENSBDJG00000005198			LOC105340343	LOC105340343		potassium channel subfamily K member 16	protein-coding	
105340344	ENSBDJG00000007058			LOC105340344	LOC105340344		uncharacterized LOC105340344	protein-coding	
105340345	ENSBDJG00000008665			LOC105340345	LOC105340345		uncharacterized LOC105340345	protein-coding	
105340346				LOC105340346	LOC105340346		uncharacterized LOC105340346	protein-coding	
105340347				LOC105340347	LOC105340347		uncharacterized LOC105340347	protein-coding	
105340348				LOC105340348	LOC105340348		uncharacterized LOC105340348	protein-coding	
105340350	ENSBDJG00000008630			LOC105340350	LOC105340350		uncharacterized LOC105340350	protein-coding	
105340351	ENSBDJG00000012270			LOC105340351	LOC105340351		elongation factor-like GTPase 1	protein-coding	
105340352	ENSBDJG00000008414			LOC105340352	LOC105340352		chondroitin sulfate synthase 1	protein-coding	
105340353	ENSBDJG00000010107			LOC105340353	LOC105340353		regulation of nuclear pre-mRNA domain-containing protein 2	protein-coding	
105340355				LOC105340355	LOC105340355		organic cation transporter protein	protein-coding	
105340356	ENSBDJG00000006240			LOC105340356	LOC105340356		follistatin-A	protein-coding	
105340359		A0A8W8MML9	A0A8W8MML9	LOC105340359	LOC105340359		uncharacterized LOC105340359	protein-coding	
105340360	ENSBDJG00000021120			LOC105340360	LOC105340360		ATP-dependent zinc metalloprotease YME1L1	protein-coding	
105340362				LOC105340362	LOC105340362		polycystin family receptor for egg jelly	protein-coding	
105340363				LOC105340363	LOC105340363		ERI1 exoribonuclease 2	protein-coding	
105340364				LOC105340364	LOC105340364		micronuclear linker histone polyprotein	protein-coding	
105340365	ENSBDJG00000014160			LOC105340365	LOC105340365		galactose mutarotase	protein-coding	
105340366				LOC105340366	LOC105340366		organic cation/carnitine transporter 2-like	protein-coding	
105340368		A0A8W8NJT2	A0A8W8NJT2	LOC105340368	LOC105340368		meiosis-specific nuclear structural protein 1	protein-coding	
105340369	ENSBDJG00000013146	A0A8W8L413	A0A8W8L413	LOC105340369	LOC105340369		protein C10	protein-coding	
105340370	ENSBDJG00000008995	Q75W49	Q75W49	LOC105340370	LOC105340370	GRP78	78 kDa glucose-regulated protein	protein-coding	
105340371				LOC105340371	LOC105340371		uncharacterized LOC105340371	ncRNA	
105340372	ENSBDJG00000011153			LOC105340372	LOC105340372		oligosaccharyltransferase complex subunit OSTC	protein-coding	
105340373				LOC105340373	LOC105340373		uncharacterized LOC105340373	ncRNA	
105340375				LOC105340375	LOC105340375		uncharacterized LOC105340375	protein-coding	
105340376				LOC105340376	LOC105340376		C-type lectin BpLec	protein-coding	
105340377				LOC105340377	LOC105340377		uncharacterized LOC105340377	protein-coding	
105340378	ENSBDJG00000011027			LOC105340378	LOC105340378		CD109 antigen	protein-coding	
105340379	ENSBDJG00000013168			LOC105340379	LOC105340379		zinc finger and BTB domain-containing protein 41	protein-coding	
105340380	ENSBDJG00000010119	A0A8W8L3W2	A0A8W8L3W2	LOC105340380	LOC105340380		integrin-linked protein kinase	protein-coding	
105340381	ENSBDJG00000009265			LOC105340381	LOC105340381		peptidyl-prolyl cis-trans isomerase D	protein-coding	
105340382	ENSBDJG00000010303	A0A8W8L380	A0A8W8L380;A0A8W8L915	LOC105340382	LOC105340382		ubiquitin-conjugating enzyme E2-17 kDa	protein-coding	
105340384	ENSBDJG00000011432			LOC105340384	LOC105340384		ufm1-specific protease 2	protein-coding	
105340385		A0A8W8L4Y3	A0A8W8L4Y3	LOC105340385	LOC105340385		solute carrier family 25 member 43	protein-coding	
105340386				LOC105340386	LOC105340386		tyrosine-protein kinase Tec	protein-coding	
105340387	ENSBDJG00000010131			LOC105340387	LOC105340387		tyrosine-protein kinase Tec	protein-coding	
105340388	ENSBDJG00000013735			LOC105340388	LOC105340388		mediator of RNA polymerase II transcription subunit 7	protein-coding	
105340390	ENSBDJG00000003697			LOC105340390	LOC105340390		uncharacterized LOC105340390	protein-coding	
105340392				LOC105340392	LOC105340392		uncharacterized LOC105340392	protein-coding	
105340395				LOC105340395	LOC105340395		uncharacterized LOC105340395	protein-coding	
105340396	ENSBDJG00000012545			LOC105340396	LOC105340396		low-density lipoprotein receptor-related protein 6	protein-coding	
105340397				LOC105340397	LOC105340397		uncharacterized LOC105340397	protein-coding	
105340398	ENSBDJG00000013898	A0A8W8L938	A0A8W8L938	LOC105340398	LOC105340398		malignant T-cell-amplified sequence 1 homolog	protein-coding	
105340399	ENSBDJG00000009111	A0A8W8HL13	A0A8W8HL13;A0A8W8HL97;A0A8W8HLL9	LOC105340399	LOC105340399		receptor expression-enhancing protein 5	protein-coding	
105340401	ENSBDJG00000007089			LOC105340401	LOC105340401		uncharacterized LOC105340401	protein-coding	
105340402	ENSBDJG00000002673			LOC105340402	LOC105340402		probable E3 ubiquitin-protein ligase HERC4	protein-coding	
105340403	ENSBDJG00000016821	A0A8W8K3C9	A0A8W8K3C9	LOC105340403	LOC105340403		chloride channel protein 2	protein-coding	
105340404				LOC105340404	LOC105340404	Matrilin-2	fibrillin-1	protein-coding	
105340405	ENSBDJG00000000079	A0A8W8MLF0	A0A8W8MLF0	LOC105340405	LOC105340405		aminoacyl tRNA synthase complex-interacting multifunctional protein 2	protein-coding	
105340406	ENSBDJG00000016837			LOC105340406	LOC105340406		sodium-dependent serotonin transporter	protein-coding	
105340408	ENSBDJG00000008092			LOC105340408	LOC105340408		tRNA (adenine(58)-N(1))-methyltransferase catalytic subunit TRMT61A	protein-coding	
105340412	ENSBDJG00000008278			LOC105340412	LOC105340412		(R)-specific enoyl-CoA hydratase	protein-coding	
105340413				LOC105340413	LOC105340413		isthmin-1	protein-coding	
105340414	ENSBDJG00000008320			LOC105340414	LOC105340414		dehydrogenase/reductase SDR family member 7	protein-coding	
105340415				LOC105340415	LOC105340415		tectonin beta-propeller repeat-containing protein 2	protein-coding	
105340417	ENSBDJG00000005678			LOC105340417	LOC105340417		uncharacterized LOC105340417	ncRNA	
105340418	ENSBDJG00000008788			LOC105340418	LOC105340418		ribonuclease H2 subunit C	protein-coding	
105340420	ENSBDJG00000000131			LOC105340420	LOC105340420		F-box/LRR-repeat protein 15	protein-coding	
105340421	ENSBDJG00000004053	A0A8W8MEK2	A0A8W8MEK2	LOC105340421	LOC105340421		uncharacterized LOC105340421	protein-coding	
105340422	ENSBDJG00000003558			LOC105340422	LOC105340422		uncharacterized LOC105340422	protein-coding	
105340423				LOC105340423	LOC105340423		myoneurin	protein-coding	
105340424	ENSBDJG00000003277			LOC105340424	LOC105340424		S-adenosylmethionine synthase	protein-coding	
105340425	ENSBDJG00000000020			LOC105340425	LOC105340425		UBX domain-containing protein 8	protein-coding	
105340426	ENSBDJG00000017183	A0A8W8JZL2	A0A8W8JZL2	LOC105340426	LOC105340426		WD repeat-containing protein WRAP73	protein-coding	
105340427	ENSBDJG00000001401	A0A8W8MI63	A0A8W8MI63	LOC105340427	LOC105340427		eukaryotic translation initiation factor 3 subunit L	protein-coding	
105340428	ENSBDJG00000008121			LOC105340428	LOC105340428		uncharacterized LOC105340428	protein-coding	
105340429				LOC105340429	LOC105340429		uncharacterized LOC105340429	protein-coding	
105340430	ENSBDJG00000004684			LOC105340430	LOC105340430		threonylcarbamoyladenosine tRNA methylthiotransferase	protein-coding	
